header,class,gene,mechanism,group
K7QCS9|FEATURES|UNIPROT_deepARG|beta_lactam|cphA|antibiotic_inactivation|1,beta_lactam,cphA,antibiotic_inactivation,1
R9JPI3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
R8E3N2|FEATURES|UNIPROT_deepARG|beta_lactam|IIU_05053|antibiotic_inactivation|1,beta_lactam,IIU_05053,antibiotic_inactivation,1
BAF47404|FEATURES|ARDB_deepARG|beta_lactam|BL3_l|antibiotic_inactivation|1,beta_lactam,BL3_l,antibiotic_inactivation,1
AAG21695|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|vatE|antibiotic_inactivation|1,macrolide-lincosamide-streptogramin,vatE,antibiotic_inactivation,1
A0A0G8C803|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0,macrolide-lincosamide-streptogramin,vgb,antibiotic_inactivation,0
U7H085|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1,beta_lactam,ampC,antibiotic_inactivation,1
W1FUL7|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0,polymyxin,arnC,antibiotic_target_alteration,0
A0A085GCF3|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0,polymyxin,arnC,antibiotic_target_alteration,0
YP_402153|FEATURES|ARDB_deepARG|multidrug|acrA|antibiotic_efflux|0,multidrug,acrA,antibiotic_efflux,0
ZP_04084549|FEATURES|ARDB_deepARG|beta_lactam|BcI|antibiotic_inactivation|1,beta_lactam,BcI,antibiotic_inactivation,1
A0A150DD31|FEATURES|UNIPROT_deepARG|beta_lactam|AT261_04240|antibiotic_inactivation|1,beta_lactam,AT261_04240,antibiotic_inactivation,1
K8D8D7|FEATURES|UNIPROT_deepARG|beta_lactam|BN128_875|antibiotic_inactivation|1,beta_lactam,BN128_875,antibiotic_inactivation,1
AAQ10697|FEATURES|ARDB_deepARG|quinolone|qacB|antibiotic_efflux|1,quinolone,qacB,antibiotic_efflux,1
ZP_04577926|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0,bacitracin,BacA,antibiotic_target_alteration,0
A0A009I9X2|FEATURES|UNIPROT_deepARG|beta_lactam|blaCMY-10|antibiotic_inactivation|1,beta_lactam,blaCMY-10,antibiotic_inactivation,1
F3BKN2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
J2R5M1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
J8IYL9|FEATURES|UNIPROT_deepARG|beta_lactam|III_02053|antibiotic_inactivation|1,beta_lactam,III_02053,antibiotic_inactivation,1
YP_310046|FEATURES|ARDB_deepARG|multidrug|MdtH|antibiotic_efflux|0,multidrug,MdtH,antibiotic_efflux,0
K0FMD0|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|1,fosfomycin,fosB,antibiotic_inactivation,1
A0A0Q9VDC4|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0,fosfomycin,fosB,antibiotic_inactivation,0
A0A0S9K3K8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
D4HV90|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0,bacitracin,bacA,antibiotic_target_alteration,0
O67939|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0A8P2Z6|FEATURES|UNIPROT_deepARG|beta_lactam|blaKPC-21|antibiotic_inactivation|1,beta_lactam,blaKPC-21,antibiotic_inactivation,1
A0A0H3FQM8|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,macB,antibiotic_efflux,0
G9JVK3|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M-131|antibiotic_inactivation|1,beta_lactam,blaCTX-M-131,antibiotic_inactivation,1
G5GLU0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0A0QAV3|FEATURES|UNIPROT_deepARG|beta_lactam|PDC-7|antibiotic_inactivation|1,beta_lactam,PDC-7,antibiotic_inactivation,1
YP_001389785|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0,bacitracin,BacA,antibiotic_target_alteration,0
E3DFK4|FEATURES|UNIPROT_deepARG|beta_lactam|EJP617_16750|antibiotic_inactivation|1,beta_lactam,EJP617_16750,antibiotic_inactivation,1
YP_001966009|FEATURES|ARDB_deepARG|tetracycline|tetL|antibiotic_efflux|1,tetracycline,tetL,antibiotic_efflux,1
Q9AMA1|FEATURES|UNIPROT_deepARG|beta_lactam|SHV-12|antibiotic_inactivation|0,beta_lactam,SHV-12,antibiotic_inactivation,0
A0A0P8WEJ2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
Q8L1L6|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1,beta_lactam,ampC,antibiotic_inactivation,1
A5UZ93|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
K8RAY1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
YP_002145859|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|MacB|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,MacB,antibiotic_efflux,0
A0A066ZZC6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0N1AHE6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0W0P4F9|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1,beta_lactam,ampC,antibiotic_inactivation,1
A0A097QYS9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0K4JJC3|FEATURES|UNIPROT_deepARG|polymyxin|yfbF|antibiotic_target_alteration|0,polymyxin,yfbF,antibiotic_target_alteration,0
A0A088TIW5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
G2HZB5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
Q6ZY67|FEATURES|UNIPROT_deepARG|beta_lactam|blaSHV|antibiotic_inactivation|1,beta_lactam,blaSHV,antibiotic_inactivation,1
A0A127SNG7|FEATURES|UNIPROT_deepARG|chloramphenicol|catD|antibiotic_inactivation|1,chloramphenicol,catD,antibiotic_inactivation,1
A0A023V6T4|FEATURES|UNIPROT_deepARG|aminoglycoside|CFNIH1_06155|antibiotic_inactivation|1,aminoglycoside,CFNIH1_06155,antibiotic_inactivation,1
A0A0B3TNC3|FEATURES|UNIPROT_deepARG|aminoglycoside|PJ20_20795|antibiotic_inactivation|0,aminoglycoside,PJ20_20795,antibiotic_inactivation,0
A0A0K2Z127|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
V7UXE4|FEATURES|UNIPROT_deepARG|aminoglycoside|CFSAN001590_08465|antibiotic_inactivation|0,aminoglycoside,CFSAN001590_08465,antibiotic_inactivation,0
A0A0G0NLA9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0R2A4P6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A091B8B5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
CAA63057|FEATURES|ARDB_deepARG|multidrug|MdtH|antibiotic_efflux|0,multidrug,MdtH,antibiotic_efflux,0
R5S4Y0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
CAM88415|FEATURES|ARDB_deepARG|aminoglycoside|APH(6)-Id|antibiotic_inactivation|1,aminoglycoside,APH(6)-Id,antibiotic_inactivation,1
CAJ31231|FEATURES|ARDB_deepARG|beta_lactam|CTX-M-124|antibiotic_inactivation|1,beta_lactam,CTX-M-124,antibiotic_inactivation,1
A0A103BM88|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1,beta_lactam,ampC,antibiotic_inactivation,1
A0A0Q9UKZ9|FEATURES|UNIPROT_deepARG|beta_lactam|ASG97_25155|antibiotic_inactivation|1,beta_lactam,ASG97_25155,antibiotic_inactivation,1
D0WEZ0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
YP_001176309|FEATURES|ARDB_deepARG|multidrug|MdtH|antibiotic_efflux|0,multidrug,MdtH,antibiotic_efflux,0
A0A0A2TV94|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0,fosfomycin,fosB,antibiotic_inactivation,0
A0A0H4R524|FEATURES|UNIPROT_deepARG|bacitracin|uppP_1|antibiotic_target_alteration|0,bacitracin,uppP_1,antibiotic_target_alteration,0
A0A127SZJ8|FEATURES|UNIPROT_deepARG|beta_lactam|CblA-1|antibiotic_inactivation|1,beta_lactam,CblA-1,antibiotic_inactivation,1
P94458|FEATURES|UNIPROT_deepARG|beta_lactam|bla|antibiotic_inactivation|1,beta_lactam,bla,antibiotic_inactivation,1
A0A0B1QZ89|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1,beta_lactam,ampC,antibiotic_inactivation,1
B2TLN1|FEATURES|UNIPROT_deepARG|chloramphenicol|CLL_A2128|antibiotic_inactivation|0,chloramphenicol,CLL_A2128,antibiotic_inactivation,0
R7ZI60|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A127STI7|FEATURES|UNIPROT_deepARG|chloramphenicol|catA13|antibiotic_inactivation|0,chloramphenicol,catA13,antibiotic_inactivation,0
A0A0D6Z7T0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
I0JIH8|FEATURES|UNIPROT_deepARG|fosfomycin|yndN|antibiotic_inactivation|0,fosfomycin,yndN,antibiotic_inactivation,0
D4QLM1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0Q6S6C2|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1,beta_lactam,ampC,antibiotic_inactivation,1
A0A104M6X2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
F3MIM4|FEATURES|UNIPROT_deepARG|multidrug|rlmN|antibiotic_target_alteration|1,multidrug,rlmN,antibiotic_target_alteration,1
B4EPS2|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1,beta_lactam,ampC,antibiotic_inactivation,1
U2RC35|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
U2MIG3|FEATURES|UNIPROT_deepARG|beta_lactam|L580_0134|antibiotic_inactivation|1,beta_lactam,L580_0134,antibiotic_inactivation,1
W9AY91|FEATURES|UNIPROT_deepARG|beta_lactam|BN977_05631|antibiotic_inactivation|1,beta_lactam,BN977_05631,antibiotic_inactivation,1
AAR14158|FEATURES|ARDB_deepARG|tetracycline|tetH|antibiotic_efflux|1,tetracycline,tetH,antibiotic_efflux,1
R7E2G7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A095UK13|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0M0WNG1|FEATURES|UNIPROT_deepARG|beta_lactam|AMS61_14265|antibiotic_inactivation|1,beta_lactam,AMS61_14265,antibiotic_inactivation,1
AAV74568|FEATURES|ARDB_deepARG|glycopeptide|vanB|antibiotic_target_alteration|1,glycopeptide,vanB,antibiotic_target_alteration,1
H9BJT2|FEATURES|UNIPROT_deepARG|beta_lactam|TEM-1|antibiotic_inactivation|1,beta_lactam,TEM-1,antibiotic_inactivation,1
YP_001465866|FEATURES|ARDB_deepARG|multidrug|MdtM|antibiotic_efflux|0,multidrug,MdtM,antibiotic_efflux,0
A0A0W0URX5|FEATURES|UNIPROT_deepARG|aminoglycoside|ant1_2|antibiotic_inactivation|0,aminoglycoside,ant1_2,antibiotic_inactivation,0
YP_906603|FEATURES|ARDB_deepARG|quinolone|MfpA|antibiotic_target_protection|0,quinolone,MfpA,antibiotic_target_protection,0
A0A126PTU0|FEATURES|UNIPROT_deepARG|beta_lactam|AW879_21740|antibiotic_inactivation|1,beta_lactam,AW879_21740,antibiotic_inactivation,1
N8VCJ9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A135HQZ9|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1,beta_lactam,ampC,antibiotic_inactivation,1
A0A127SJD2|FEATURES|UNIPROT_deepARG|chloramphenicol|cat|antibiotic_inactivation|1,chloramphenicol,cat,antibiotic_inactivation,1
A0A0K1M535|FEATURES|UNIPROT_deepARG|aminoglycoside|AKJ12_12675|antibiotic_inactivation|0,aminoglycoside,AKJ12_12675,antibiotic_inactivation,0
A0A0F4AXB6|FEATURES|UNIPROT_deepARG|beta_lactam|SG71_24560|antibiotic_inactivation|1,beta_lactam,SG71_24560,antibiotic_inactivation,1
AB0890|FEATURES|ARDB_deepARG|multidrug|TolC|antibiotic_efflux|0,multidrug,TolC,antibiotic_efflux,0
F5SNY4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
YP_001143321|FEATURES|ARDB_deepARG|beta_lactam|cphA5|antibiotic_inactivation|1,beta_lactam,cphA5,antibiotic_inactivation,1
A0A0N0HCF5|FEATURES|UNIPROT_deepARG|beta_lactam|ADL27_50800|antibiotic_inactivation|0,beta_lactam,ADL27_50800,antibiotic_inactivation,0
Q65KV0|FEATURES|UNIPROT_deepARG|multidrug|ykkD|antibiotic_efflux|0,multidrug,ykkD,antibiotic_efflux,0
CAJ31068|FEATURES|ARDB_deepARG|multidrug|fexA|antibiotic_efflux|1,multidrug,fexA,antibiotic_efflux,1
A0A0R2B4D0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
C4NV37|FEATURES|UNIPROT_deepARG|beta_lactam|blaTEM-1|antibiotic_inactivation|1,beta_lactam,blaTEM-1,antibiotic_inactivation,1
ABG77519|FEATURES|ARDB_deepARG|aminoglycoside|AAC(6')-Ib9|antibiotic_inactivation|1,aminoglycoside,AAC(6')-Ib9,antibiotic_inactivation,1
A0A0J6FYW6|FEATURES|UNIPROT_deepARG|glycopeptide|arnD|antibiotic_inactivation|0,glycopeptide,arnD,antibiotic_inactivation,0
A0A0A0Q9J3|FEATURES|UNIPROT_deepARG|beta_lactam|PDC-3|antibiotic_inactivation|1,beta_lactam,PDC-3,antibiotic_inactivation,1
A0A091BE33|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A140GPI4|FEATURES|UNIPROT_deepARG|beta_lactam|blaFOX|antibiotic_inactivation|1,beta_lactam,blaFOX,antibiotic_inactivation,1
J8JV93|FEATURES|UNIPROT_deepARG|beta_lactam|IIM_01640|antibiotic_inactivation|1,beta_lactam,IIM_01640,antibiotic_inactivation,1
A5Z547|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
ZP_04299268|FEATURES|ARDB_deepARG|glycopeptide|VanSA|antibiotic_target_alteration|1,glycopeptide,VanSA,antibiotic_target_alteration,1
A0A126NSM6|FEATURES|UNIPROT_deepARG|aminoglycoside|AXG53_04165|antibiotic_inactivation|0,aminoglycoside,AXG53_04165,antibiotic_inactivation,0
A0A0U1YUG9|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA-48-like|antibiotic_inactivation|1,beta_lactam,blaOXA-48-like,antibiotic_inactivation,1
A0A127SUC6|FEATURES|UNIPROT_deepARG|beta_lactam|CblA-1|antibiotic_inactivation|1,beta_lactam,CblA-1,antibiotic_inactivation,1
A0A127SKD1|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1,beta_lactam,BL1_ec,antibiotic_inactivation,1
X6QAB8|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,macB,antibiotic_efflux,0
A0A0G0MPN8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
S5PCJ9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
YP_002116141|FEATURES|ARDB_deepARG|multidrug|TolC|antibiotic_efflux|0,multidrug,TolC,antibiotic_efflux,0
A0A0B2TPC6|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0,polymyxin,arnC,antibiotic_target_alteration,0
A0A011PPV4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0D7XQK2|FEATURES|UNIPROT_deepARG|fosfomycin|fosB2|antibiotic_inactivation|0,fosfomycin,fosB2,antibiotic_inactivation,0
A0A0J6YMU3|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1,beta_lactam,ampC,antibiotic_inactivation,1
A0A0F7PPP7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0J6TFT8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
Q11WJ0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
D2J8J7|FEATURES|UNIPROT_deepARG|beta_lactam|blaZ|antibiotic_inactivation|1,beta_lactam,blaZ,antibiotic_inactivation,1
C9LGX9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
G2T1B2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0Q3SUT1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0G3GME7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
F8T8X2|FEATURES|UNIPROT_deepARG|aminoglycoside|aadA2|antibiotic_inactivation|1,aminoglycoside,aadA2,antibiotic_inactivation,1
A0A0T9T9C2|FEATURES|UNIPROT_deepARG|beta_lactam|blaA|antibiotic_inactivation|1,beta_lactam,blaA,antibiotic_inactivation,1
A0A0U3BVS6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A088G9R0|FEATURES|UNIPROT_deepARG|beta_lactam|blaTEM-1|antibiotic_inactivation|0,beta_lactam,blaTEM-1,antibiotic_inactivation,0
A0A073K1R6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0S1YEZ5|FEATURES|UNIPROT_deepARG|beta_lactam|SHV-167|antibiotic_inactivation|0,beta_lactam,SHV-167,antibiotic_inactivation,0
I6Z9J1|FEATURES|UNIPROT_deepARG|beta_lactam|CTX-M|antibiotic_inactivation|1,beta_lactam,CTX-M,antibiotic_inactivation,1
A0A0H3H486|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0,polymyxin,arnC,antibiotic_target_alteration,0
YP_001715981.1|FEATURES|CARD_deepARG|fosfomycin|FosB|antibiotic_inactivation|1,fosfomycin,FosB,antibiotic_inactivation,1
A0A0Q6ZUE0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
BAE96116|FEATURES|ARDB_deepARG|glycopeptide|vanHD|antibiotic_target_alteration|1,glycopeptide,vanHD,antibiotic_target_alteration,1
J8RRP4|FEATURES|UNIPROT_deepARG|beta_lactam|ICU_02593|antibiotic_inactivation|1,beta_lactam,ICU_02593,antibiotic_inactivation,1
A0A127SMA0|FEATURES|UNIPROT_deepARG|beta_lactam|CblA-1|antibiotic_inactivation|1,beta_lactam,CblA-1,antibiotic_inactivation,1
A0A0R1ER98|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A127T4M0|FEATURES|UNIPROT_deepARG|beta_lactam|ACT-29|antibiotic_inactivation|1,beta_lactam,ACT-29,antibiotic_inactivation,1
AAN41430|FEATURES|ARDB_deepARG|beta_lactam|OXA-47|antibiotic_inactivation|1,beta_lactam,OXA-47,antibiotic_inactivation,1
A0A0A3YX48|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A097SRR5|FEATURES|UNIPROT_deepARG|beta_lactam|bla-TEM|antibiotic_inactivation|1,beta_lactam,bla-TEM,antibiotic_inactivation,1
G8PYQ5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
E2XSZ4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A059WHE0|FEATURES|UNIPROT_deepARG|beta_lactam|blaP1b|antibiotic_inactivation|1,beta_lactam,blaP1b,antibiotic_inactivation,1
J7W2D0|FEATURES|UNIPROT_deepARG|beta_lactam|IE7_03007|antibiotic_inactivation|1,beta_lactam,IE7_03007,antibiotic_inactivation,1
L0NNI0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
U1H2V5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0B4S6D3|FEATURES|UNIPROT_deepARG|chloramphenicol|QR42_05840|antibiotic_inactivation|1,chloramphenicol,QR42_05840,antibiotic_inactivation,1
J3HNL1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
D0EJY4|FEATURES|UNIPROT_deepARG|beta_lactam|pdc-13|antibiotic_inactivation|1,beta_lactam,pdc-13,antibiotic_inactivation,1
YP_001066170|FEATURES|ARDB_deepARG|multidrug|OprA|antibiotic_efflux|0,multidrug,OprA,antibiotic_efflux,0
A0A127SPH1|FEATURES|UNIPROT_deepARG|chloramphenicol|catD|antibiotic_inactivation|0,chloramphenicol,catD,antibiotic_inactivation,0
A0A0W0NX82|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
AAA98228.1|FEATURES|CARD_deepARG|macrolide-lincosamide-streptogramin|ErmC|antibiotic_target_alteration|1,macrolide-lincosamide-streptogramin,ErmC,antibiotic_target_alteration,1
A9KNK1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0K6JX64|FEATURES|UNIPROT_deepARG|fosfomycin|fosB_7|antibiotic_inactivation|0,fosfomycin,fosB_7,antibiotic_inactivation,0
A0A0C1E431|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
CAA90687|FEATURES|ARDB_deepARG|trimethoprim|dfrA14|antibiotic_target_replacement|1,trimethoprim,dfrA14,antibiotic_target_replacement,1
Q9RM43|FEATURES|UNIPROT_deepARG|aminoglycoside|aadA|antibiotic_inactivation|1,aminoglycoside,aadA,antibiotic_inactivation,1
A0A0B7DCH5|FEATURES|UNIPROT_deepARG|beta_lactam|ampC_2|antibiotic_inactivation|1,beta_lactam,ampC_2,antibiotic_inactivation,1
A0A127SII8|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|0,beta_lactam,BL1_ec,antibiotic_inactivation,0
Q104Y5|FEATURES|UNIPROT_deepARG|beta_lactam|bla(ampc-EC16)|antibiotic_inactivation|1,beta_lactam,bla(ampc-EC16),antibiotic_inactivation,1
A0A090GLM5|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0,bacitracin,bacA,antibiotic_target_alteration,0
A0A0Q8ARS2|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1,beta_lactam,ampC,antibiotic_inactivation,1
A0A125WEM9|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,macB,antibiotic_efflux,0
V7EB76|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0,polymyxin,arnA,antibiotic_target_alteration,0
AAR37059|FEATURES|ARDB_deepARG|glycopeptide|VanHD|antibiotic_target_alteration|1,glycopeptide,VanHD,antibiotic_target_alteration,1
G4WFL9|FEATURES|UNIPROT_deepARG|aminoglycoside|strA|antibiotic_inactivation|1,aminoglycoside,strA,antibiotic_inactivation,1
B1K805|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,macB,antibiotic_efflux,0
A0A0J6HW95|FEATURES|UNIPROT_deepARG|glycopeptide|arnD|antibiotic_efflux|0,glycopeptide,arnD,antibiotic_efflux,0
A0A0L0JD58|FEATURES|UNIPROT_deepARG|aminoglycoside|IQ60_37615|antibiotic_inactivation|1,aminoglycoside,IQ60_37615,antibiotic_inactivation,1
D0EJY6|FEATURES|UNIPROT_deepARG|beta_lactam|pdc-15|antibiotic_inactivation|1,beta_lactam,pdc-15,antibiotic_inactivation,1
A0A0B2FFT5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
